index,plant_number,plant_diversity,rare_exotic,plant_type,PNS,PDS,RES,PTS,PLS
3071,45,31,0,1,68.75,76.67,0,20,50.46
3072,67,33,0,1,41.25,74.44,0,20,41.43
3073,78,4,0,4,27.5,40,0,80,34.25
3074,66,20,0,2,42.5,88.89,0,40,49.86
3075,15,15,0,0,75,94.44,0,0,55.55
3076,42,9,0,0,72.5,90,0,0,53.25
3077,94,89,0,2,7.5,12.22,0,40,12.53
3078,36,31,0,0,80.0,76.67,0,0,50.83
3079,45,36,1,3,68.75,71.11,100,60,74.51
3080,96,64,1,4,5.0,40.0,100,80,47.5
3081,52,13,1,1,60.0,96.67,100,20,74.83
3082,26,22,1,3,92.5,86.67,100,60,87.08
3083,14,10,1,1,70,100,100,20,79.0
3084,27,24,1,3,91.25,84.44,100,60,85.93
3085,58,28,1,2,52.5,80.0,100,40,69.75
3086,80,14,1,3,25.0,95.56,100,60,69.95
3087,26,19,1,2,92.5,90.0,100,40,85.25
3088,81,9,1,1,23.75,90,100,20,61.62
3089,5,5,1,4,25,50,100,80,57.0
3090,53,19,1,3,58.75,90.0,100,60,78.12
3091,4,1,0,2,20,10,0,40,15.5
3092,55,51,0,2,56.25,54.44,0,40,41.93
3093,32,5,0,5,85.0,50,0,100,58.0
3094,48,24,0,2,65.0,84.44,0,40,55.05
3095,16,1,1,5,80,10,100,100,62.5
3096,2,2,0,3,10,20,0,60,19.0
3097,73,42,0,4,33.75,64.44,0,80,44.68
3098,9,7,1,4,45,70,100,80,70.0
3099,28,17,0,0,90.0,92.22,0,0,59.28
3100,72,36,0,4,35.0,71.11,0,80,47.39
3101,83,54,1,2,21.25,51.11,100,40,50.26
3102,41,13,0,0,73.75,96.67,0,0,55.96
3103,64,64,0,2,45.0,40.0,0,40,33.5
3104,54,8,0,3,57.5,80,0,60,54.25
3105,22,20,1,4,97.5,88.89,100,80,92.36
3106,50,16,0,2,62.5,93.33,0,40,57.42
3107,3,3,0,3,15,30,0,60,24.0
3108,37,9,1,0,78.75,90,100,0,75.12
3109,69,68,0,2,38.75,35.56,0,40,30.07
3110,83,3,0,3,21.25,30,0,60,25.88
3111,13,13,1,5,65,96.67,100,100,88.33
3112,39,18,1,2,76.25,91.11,100,40,80.76
3113,52,6,1,3,60.0,60,100,60,68.0
3114,79,7,1,2,26.25,70,100,40,58.38
3115,90,59,1,5,12.5,45.56,100,100,54.7
3116,16,12,0,0,80,97.78,0,0,58.22
3117,29,2,0,1,88.75,20,0,20,36.62
3118,14,6,1,1,70,60,100,20,65.0
3119,22,3,0,5,97.5,30,0,100,54.75
3120,48,35,0,5,65.0,72.22,0,100,59.78
3121,7,3,0,0,35,30,0,0,21.0
3122,7,3,0,2,35,30,0,40,27.0
3123,43,40,1,2,71.25,66.67,100,40,70.71
3124,90,22,0,4,12.5,86.67,0,80,46.08
3125,59,8,0,2,51.25,80,0,40,49.38
3126,19,19,1,5,95,90.0,100,100,95.0
3127,58,43,0,4,52.5,63.33,0,80,49.92
3128,68,31,1,5,40.0,76.67,100,100,73.83
3129,63,63,1,2,46.25,41.11,100,40,54.26
3130,99,94,1,1,1.25,6.67,100,20,25.71
3131,12,5,1,5,60,50,100,100,70.5
3132,11,6,0,5,55,60,0,100,52.5
3133,83,27,0,0,21.25,81.11,0,0,34.76
3134,64,8,0,0,45.0,80,0,0,41.5
3135,86,28,1,3,17.5,80.0,100,60,62.25
3136,25,16,0,2,93.75,93.33,0,40,66.79
3137,27,27,1,2,91.25,81.11,100,40,81.76
3138,91,59,0,4,11.25,45.56,0,80,31.32
3139,14,3,0,2,70,30,0,40,37.5
3140,50,29,0,3,62.5,78.89,0,60,55.36
3141,25,3,1,3,93.75,30,100,60,67.62
3142,22,22,1,4,97.5,86.67,100,80,91.58
3143,83,14,0,3,21.25,95.56,0,60,48.82
3144,14,12,0,1,70,97.78,0,20,58.22
3145,3,2,0,2,15,20,0,40,17.5
3146,4,4,1,2,20,40,100,40,46.0
3147,34,8,0,2,82.5,80,0,40,58.75
3148,56,14,0,3,55.0,95.56,0,60,58.95
3149,65,56,1,0,43.75,48.89,100,0,50.24
3150,57,18,1,0,53.75,91.11,100,0,68.01
3151,7,6,1,5,35,60,100,100,66.5
3152,55,13,1,1,56.25,96.67,100,20,73.71
3153,52,12,1,4,60.0,97.78,100,80,84.22
3154,78,64,1,0,27.5,40.0,100,0,42.25
3155,88,7,0,0,15.0,70,0,0,29.0
3156,29,4,0,0,88.75,40,0,0,40.62
3157,74,35,0,0,32.5,72.22,0,0,35.03
3158,69,13,1,1,38.75,96.67,100,20,68.46
3159,80,52,1,3,25.0,53.33,100,60,55.17
3160,13,4,1,3,65,40,100,60,62.5
3161,27,6,0,2,91.25,60,0,40,54.38
3162,82,37,1,5,22.5,70.0,100,100,66.25
3163,1,1,0,4,5,10,0,80,17.0
3164,90,80,1,5,12.5,22.22,100,100,46.53
3165,40,16,0,2,75.0,93.33,0,40,61.17
3166,88,9,0,1,15.0,90,0,20,39.0
3167,43,30,0,0,71.25,77.78,0,0,48.6
3168,86,61,1,2,17.5,43.33,100,40,46.42
3169,3,1,1,0,15,10,100,0,28.0
3170,22,22,0,4,97.5,86.67,0,80,71.58
3171,46,31,0,3,67.5,76.67,0,60,56.08
3172,32,31,0,0,85.0,76.67,0,0,52.33
3173,3,3,1,1,15,30,100,20,38.0
3174,68,65,0,1,40.0,38.89,0,20,28.61
3175,100,13,0,2,0.0,96.67,0,40,39.83
3176,95,43,1,3,6.25,63.33,100,60,53.04
3177,95,45,1,5,6.25,61.11,100,100,58.26
3178,63,17,1,3,46.25,92.22,100,60,75.15
3179,2,2,1,5,10,20,100,100,45.0
3180,43,34,1,0,71.25,73.33,100,0,67.04
3181,35,34,0,1,81.25,73.33,0,20,53.04
3182,53,15,0,2,58.75,94.44,0,40,56.68
3183,64,4,0,4,45.0,40,0,80,39.5
3184,95,90,1,2,6.25,11.11,100,40,31.76
3185,27,24,0,1,91.25,84.44,0,20,59.93
3186,49,41,0,2,63.75,65.56,0,40,48.07
3187,81,70,1,4,23.75,33.33,100,80,50.79
3188,23,9,1,2,96.25,90,100,40,86.38
3189,51,38,1,2,61.25,68.89,100,40,68.49
3190,40,13,0,4,75.0,96.67,0,80,68.33
3191,67,44,0,3,41.25,62.22,0,60,43.15
3192,59,37,1,2,51.25,70.0,100,40,65.88
3193,15,1,1,5,75,10,100,100,61.0
3194,19,15,0,4,95,94.44,0,80,73.55
3195,38,36,0,2,77.5,71.11,0,40,54.14
3196,63,19,0,2,46.25,90.0,0,40,51.38
3197,2,2,0,1,10,20,0,20,13.0
3198,37,8,0,3,78.75,80,0,60,60.62
3199,40,1,1,2,75.0,10,100,40,52.0
3200,85,1,0,2,18.75,10,0,40,15.12
3201,18,12,1,4,90,97.78,100,80,93.22
3202,86,72,0,0,17.5,31.11,0,0,16.14
3203,92,35,0,5,10.0,72.22,0,100,43.28
3204,26,14,0,2,92.5,95.56,0,40,67.2
3205,29,2,1,2,88.75,20,100,40,59.62
3206,32,25,1,3,85.0,83.33,100,60,83.67
3207,13,5,1,4,65,50,100,80,69.0
3208,40,12,1,5,75.0,97.78,100,100,91.72
3209,42,38,0,5,72.5,68.89,0,100,60.86
3210,99,26,1,1,1.25,82.22,100,20,52.15
3211,54,36,0,2,57.5,71.11,0,40,48.14
3212,40,6,1,4,75.0,60,100,80,75.5
3213,81,60,0,3,23.75,44.44,0,60,31.68
3214,56,7,0,4,55.0,70,0,80,53.0
3215,57,45,1,4,53.75,61.11,100,80,69.51
3216,88,46,1,2,15.0,60.0,100,40,51.5
3217,55,30,1,3,56.25,77.78,100,60,73.1
3218,60,2,0,3,50.0,20,0,60,31.0
3219,12,3,1,1,60,30,100,20,51.5
3220,75,66,1,1,31.25,37.78,100,20,45.6
3221,80,70,1,0,25.0,33.33,100,0,39.17
3222,97,51,0,3,3.75,54.44,0,60,29.18
3223,86,1,1,4,17.5,10,100,80,40.75
3224,59,54,0,0,51.25,51.11,0,0,33.26
3225,8,5,0,2,40,50,0,40,35.5
3226,77,13,1,4,28.75,96.67,100,80,74.46
3227,62,45,1,0,47.5,61.11,100,0,55.64
3228,16,2,0,4,80,20,0,80,43.0
3229,19,18,1,1,95,91.11,100,20,83.39
3230,29,29,0,2,88.75,78.89,0,40,60.24
3231,81,40,0,3,23.75,66.67,0,60,39.46
3232,80,26,0,0,25.0,82.22,0,0,36.28
3233,1,1,0,4,5,10,0,80,17.0
3234,13,4,0,0,65,40,0,0,33.5
3235,61,2,1,3,48.75,20,100,60,50.62
3236,8,2,1,3,40,20,100,60,48.0
3237,62,12,0,4,47.5,97.78,0,80,60.47
3238,34,29,0,3,82.5,78.89,0,60,61.36
3239,19,1,0,1,95,10,0,20,35.0
3240,96,85,0,1,5.0,16.67,0,20,10.33
3241,66,26,1,3,42.5,82.22,100,60,70.53
3242,38,19,0,4,77.5,90.0,0,80,66.75
3243,64,48,1,3,45.0,57.78,100,60,62.72
3244,50,45,0,3,62.5,61.11,0,60,49.14
3245,54,53,1,1,57.5,52.22,100,20,58.53
3246,4,3,1,0,20,30,100,0,36.5
3247,73,50,0,4,33.75,55.56,0,80,41.57
3248,39,3,1,0,76.25,30,100,0,53.38
3249,46,9,1,5,67.5,90,100,100,86.75
3250,59,18,0,1,51.25,91.11,0,20,50.26
3251,46,33,0,2,67.5,74.44,0,40,52.3
3252,91,68,1,4,11.25,35.56,100,80,47.82
3253,9,3,0,2,45,30,0,40,30.0
3254,84,73,1,3,20.0,30.0,100,60,45.5
3255,92,18,1,5,10.0,91.11,100,100,69.89
3256,39,26,0,5,76.25,82.22,0,100,66.65
3257,62,25,1,4,47.5,83.33,100,80,75.42
3258,85,24,1,1,18.75,84.44,100,20,58.18
3259,90,42,1,4,12.5,64.44,100,80,58.3
3260,80,52,0,0,25.0,53.33,0,0,26.17
3261,4,2,0,0,20,20,0,0,13.0
3262,86,14,1,5,17.5,95.56,100,100,73.7
3263,61,21,0,5,48.75,87.78,0,100,60.35
3264,31,4,0,5,86.25,40,0,100,54.88
3265,50,49,1,0,62.5,56.67,100,0,58.58
3266,8,5,0,0,40,50,0,0,29.5
3267,96,10,1,2,5.0,100,100,40,62.5
3268,78,4,0,2,27.5,40,0,40,28.25
3269,14,12,1,3,70,97.78,100,60,84.22
3270,18,18,0,1,90,91.11,0,20,61.89
3271,33,32,1,5,83.75,75.56,100,100,86.57
3272,37,15,0,5,78.75,94.44,0,100,71.68
3273,21,14,0,0,98.75,95.56,0,0,63.07
3274,75,4,0,1,31.25,40,0,20,26.38
3275,5,2,0,2,25,20,0,40,20.5
3276,100,53,0,2,0.0,52.22,0,40,24.28
3277,24,22,1,1,95.0,86.67,100,20,81.83
3278,27,19,1,4,91.25,90.0,100,80,90.88
3279,46,23,0,0,67.5,85.56,0,0,50.2
3280,57,28,1,0,53.75,80.0,100,0,64.12
3281,73,11,0,4,33.75,98.89,0,80,56.74
3282,39,7,0,3,76.25,70,0,60,56.38
3283,30,2,1,0,87.5,20,100,0,53.25
3284,29,27,1,2,88.75,81.11,100,40,81.01
3285,50,46,1,0,62.5,60.0,100,0,59.75
3286,21,10,0,4,98.75,100,0,80,76.62
3287,74,31,1,3,32.5,76.67,100,60,65.58
3288,80,8,0,4,25.0,80,0,80,47.5
3289,61,60,1,5,48.75,44.44,100,100,65.18
3290,4,1,1,3,20,10,100,60,38.5
3291,34,13,1,0,82.5,96.67,100,0,78.58
3292,18,7,1,5,90,70,100,100,86.5
3293,8,4,1,0,40,40,100,0,46.0
3294,73,5,1,0,33.75,50,100,0,47.62
3295,54,39,0,4,57.5,67.78,0,80,52.97
3296,62,61,0,2,47.5,43.33,0,40,35.42
3297,93,6,0,0,8.75,60,0,0,23.62
3298,64,29,1,3,45.0,78.89,100,60,70.11
3299,62,20,0,0,47.5,88.89,0,0,45.36
3300,8,1,0,4,40,10,0,80,27.5
3301,78,49,0,4,27.5,56.67,0,80,40.08
3302,62,4,1,3,47.5,40,100,60,57.25
3303,90,17,1,5,12.5,92.22,100,100,71.03
3304,55,36,0,0,56.25,71.11,0,0,41.76
3305,57,8,1,2,53.75,80,100,40,70.12
3306,25,11,1,0,93.75,98.89,100,0,82.74
3307,31,8,0,4,86.25,80,0,80,65.88
3308,2,1,1,5,10,10,100,100,41.5
3309,97,69,0,0,3.75,34.44,0,0,13.18
3310,93,32,0,0,8.75,75.56,0,0,29.07
3311,8,3,1,1,40,30,100,20,45.5
3312,37,3,1,2,78.75,30,100,40,60.12
3313,78,32,1,1,27.5,75.56,100,20,57.7
3314,78,51,1,5,27.5,54.44,100,100,62.3
3315,16,3,0,2,80,30,0,40,40.5
3316,70,27,1,5,37.5,81.11,100,100,74.64
3317,95,46,0,3,6.25,60.0,0,60,31.88
3318,92,39,1,4,10.0,67.78,100,80,58.72
3319,38,16,1,2,77.5,93.33,100,40,81.92
3320,90,70,0,0,12.5,33.33,0,0,15.42
3321,45,27,1,2,68.75,81.11,100,40,75.01
3322,11,4,0,4,55,40,0,80,42.5
3323,30,10,0,0,87.5,100,0,0,61.25
3324,48,47,0,0,65.0,58.89,0,0,40.11
3325,31,23,1,5,86.25,85.56,100,100,90.82
3326,98,59,0,0,2.5,45.56,0,0,16.7
3327,64,5,1,2,45.0,50,100,40,57.0
3328,76,50,1,0,30.0,55.56,100,0,48.45
3329,8,5,1,3,40,50,100,60,58.5
3330,3,2,1,3,15,20,100,60,40.5
3331,6,2,0,3,30,20,0,60,25.0
3332,24,22,1,4,95.0,86.67,100,80,90.83
3333,7,6,1,0,35,60,100,0,51.5
3334,70,45,0,4,37.5,61.11,0,80,44.64
3335,97,44,1,4,3.75,62.22,100,80,54.9
3336,28,25,0,2,90.0,83.33,0,40,62.17
3337,93,80,1,3,8.75,22.22,100,60,39.4
3338,94,8,0,4,7.5,80,0,80,42.25
3339,50,47,1,4,62.5,58.89,100,80,71.36
3340,60,28,1,1,50.0,80.0,100,20,66.0
3341,49,30,0,1,63.75,77.78,0,20,49.35
3342,2,2,1,0,10,20,100,0,30.0
3343,32,19,1,4,85.0,90.0,100,80,89.0
3344,51,3,1,2,61.25,30,100,40,54.88
3345,35,17,0,0,81.25,92.22,0,0,56.65
3346,40,37,1,2,75.0,70.0,100,40,73.0
3347,23,15,1,0,96.25,94.44,100,0,81.93
3348,57,1,1,0,53.75,10,100,0,39.62
3349,46,31,0,3,67.5,76.67,0,60,56.08
3350,8,2,1,4,40,20,100,80,51.0
3351,71,41,0,3,36.25,65.56,0,60,42.82
3352,24,9,1,2,95.0,90,100,40,86.0
3353,64,17,0,5,45.0,92.22,0,100,60.78
3354,23,5,0,1,96.25,50,0,20,49.38
3355,15,11,0,1,75,98.89,0,20,60.11
3356,88,65,1,4,15.0,38.89,100,80,50.11
3357,41,3,0,0,73.75,30,0,0,32.62
3358,92,34,1,0,10.0,73.33,100,0,48.67
3359,87,46,0,4,16.25,60.0,0,80,37.88
3360,31,12,0,0,86.25,97.78,0,0,60.1
3361,65,57,0,4,43.75,47.78,0,80,41.85
3362,10,4,0,2,50,40,0,40,35.0
3363,74,48,1,0,32.5,57.78,100,0,49.97
3364,83,55,1,1,21.25,50.0,100,20,46.88
3365,4,3,1,2,20,30,100,40,42.5
3366,53,42,1,3,58.75,64.44,100,60,69.18
3367,38,2,0,2,77.5,20,0,40,36.25
3368,6,3,0,4,30,30,0,80,31.5
3369,4,1,0,2,20,10,0,40,15.5
3370,66,66,1,1,42.5,37.78,100,20,48.97
3371,49,38,0,5,63.75,68.89,0,100,58.24
3372,93,20,1,5,8.75,88.89,100,100,68.74
3373,11,2,0,4,55,20,0,80,35.5
3374,65,54,0,4,43.75,51.11,0,80,43.01
3375,7,5,1,5,35,50,100,100,63.0
3376,68,67,1,2,40.0,36.67,100,40,50.83
3377,35,13,1,1,81.25,96.67,100,20,81.21
3378,43,16,1,1,71.25,93.33,100,20,77.04
3379,59,21,0,5,51.25,87.78,0,100,61.1
3380,31,15,1,2,86.25,94.44,100,40,84.93
3381,11,6,0,2,55,60,0,40,43.5
3382,84,62,0,3,20.0,42.22,0,60,29.78
3383,54,15,0,4,57.5,94.44,0,80,62.3
3384,32,27,0,4,85.0,81.11,0,80,65.89
3385,34,19,1,2,82.5,90.0,100,40,82.25
3386,16,3,1,3,80,30,100,60,63.5
3387,65,19,1,5,43.75,90.0,100,100,79.62
3388,99,26,0,3,1.25,82.22,0,60,38.15
3389,2,1,0,3,10,10,0,60,15.5
3390,34,31,0,1,82.5,76.67,0,20,54.58
3391,5,4,0,5,25,40,0,100,36.5
3392,22,3,0,4,97.5,30,0,80,51.75
3393,68,50,1,2,40.0,55.56,100,40,57.45
3394,17,13,0,5,85,96.67,0,100,74.33
3395,38,8,1,2,77.5,80,100,40,77.25
3396,76,14,0,0,30.0,95.56,0,0,42.45
3397,95,46,1,3,6.25,60.0,100,60,51.88
3398,81,58,1,2,23.75,46.67,100,40,49.46
3399,97,62,0,5,3.75,42.22,0,100,30.9
3400,24,24,0,1,95.0,84.44,0,20,61.05
3401,1,1,1,3,5,10,100,60,34.0
3402,42,29,0,4,72.5,78.89,0,80,61.36
3403,93,76,1,0,8.75,26.67,100,0,31.96
3404,30,10,1,2,87.5,100,100,40,87.25
3405,7,5,1,2,35,50,100,40,54.0
3406,42,25,1,1,72.5,83.33,100,20,73.92
3407,19,2,0,3,95,20,0,60,44.5
3408,67,36,1,0,41.25,71.11,100,0,57.26
3409,45,19,0,0,68.75,90.0,0,0,52.12
3410,37,18,1,3,78.75,91.11,100,60,84.51
3411,29,29,0,2,88.75,78.89,0,40,60.24
3412,34,7,0,5,82.5,70,0,100,64.25
3413,36,10,0,1,80.0,100,0,20,62.0
3414,71,66,0,0,36.25,37.78,0,0,24.1
3415,77,6,0,0,28.75,60,0,0,29.62
3416,63,54,0,2,46.25,51.11,0,40,37.76
3417,27,10,1,5,91.25,100,100,100,97.38
3418,57,34,0,3,53.75,73.33,0,60,50.79
3419,38,8,0,3,77.5,80,0,60,60.25
3420,56,32,1,0,55.0,75.56,100,0,62.95
3421,18,9,0,2,90,90,0,40,64.5
3422,11,4,0,2,55,40,0,40,36.5
3423,21,17,1,2,98.75,92.22,100,40,87.9
3424,59,41,0,5,51.25,65.56,0,100,53.32
3425,89,41,0,3,13.75,65.56,0,60,36.07
3426,13,12,1,1,65,97.78,100,20,76.72
3427,72,5,0,1,35.0,50,0,20,31.0
3428,18,13,0,5,90,96.67,0,100,75.83
3429,26,9,1,1,92.5,90,100,20,82.25
3430,63,53,0,5,46.25,52.22,0,100,47.15
3431,64,37,0,1,45.0,70.0,0,20,41.0
3432,82,12,0,0,22.5,97.78,0,0,40.97
3433,56,5,1,4,55.0,50,100,80,66.0
3434,79,27,0,0,26.25,81.11,0,0,36.26
3435,54,45,1,4,57.5,61.11,100,80,70.64
3436,49,41,0,5,63.75,65.56,0,100,57.07
3437,45,31,0,2,68.75,76.67,0,40,53.46
3438,30,29,1,5,87.5,78.89,100,100,88.86
3439,63,32,1,4,46.25,75.56,100,80,72.32
3440,46,35,1,2,67.5,72.22,100,40,71.53
3441,13,4,0,2,65,40,0,40,39.5
3442,54,29,1,1,57.5,78.89,100,20,67.86
3443,85,55,0,1,18.75,50.0,0,20,26.12
3444,60,21,0,2,50.0,87.78,0,40,51.72
3445,90,51,0,3,12.5,54.44,0,60,31.8
3446,63,39,1,5,46.25,67.78,100,100,72.6
3447,31,1,1,2,86.25,10,100,40,55.38
3448,65,28,1,0,43.75,80.0,100,0,61.12
3449,72,42,1,5,35.0,64.44,100,100,68.05
3450,41,27,1,3,73.75,81.11,100,60,79.51
3451,55,26,1,0,56.25,82.22,100,0,65.65
3452,35,32,0,2,81.25,75.56,0,40,56.82
3453,82,6,1,3,22.5,60,100,60,56.75
3454,53,15,0,4,58.75,94.44,0,80,62.68
3455,27,25,0,4,91.25,83.33,0,80,68.54
3456,79,43,0,4,26.25,63.33,0,80,42.04
3457,70,3,0,3,37.5,30,0,60,30.75
3458,12,12,1,2,60,97.78,100,40,78.22
3459,99,99,0,5,1.25,1.11,0,100,15.76
3460,7,5,0,2,35,50,0,40,34.0
3461,69,26,0,4,38.75,82.22,0,80,52.4
3462,51,46,0,2,61.25,60.0,0,40,45.38
3463,21,12,1,3,98.75,97.78,100,60,92.85
3464,28,18,0,0,90.0,91.11,0,0,58.89
3465,5,1,0,4,25,10,0,80,23.0
3466,51,51,1,0,61.25,54.44,100,0,57.43
3467,21,10,1,0,98.75,100,100,0,84.62
3468,30,21,0,0,87.5,87.78,0,0,56.97
3469,35,8,1,5,81.25,80,100,100,87.38
3470,52,9,1,0,60.0,90,100,0,69.5
3471,10,2,1,0,50,20,100,0,42.0
3472,2,1,0,5,10,10,0,100,21.5
3473,76,51,0,4,30.0,54.44,0,80,40.05
3474,40,21,1,4,75.0,87.78,100,80,85.22
3475,96,3,1,2,5.0,30,100,40,38.0
3476,59,13,0,2,51.25,96.67,0,40,55.21
3477,84,74,1,3,20.0,28.89,100,60,45.11
3478,38,28,0,1,77.5,80.0,0,20,54.25
3479,53,36,1,3,58.75,71.11,100,60,71.51
3480,37,35,0,3,78.75,72.22,0,60,57.9
3481,3,2,1,2,15,20,100,40,37.5
3482,98,70,0,3,2.5,33.33,0,60,21.42
3483,29,19,0,3,88.75,90.0,0,60,67.12
3484,99,30,1,2,1.25,77.78,100,40,53.6
3485,62,37,0,5,47.5,70.0,0,100,53.75
3486,40,22,0,5,75.0,86.67,0,100,67.83
3487,11,2,0,1,55,20,0,20,26.5
3488,63,38,0,0,46.25,68.89,0,0,37.99
3489,19,13,1,4,95,96.67,100,80,94.33
3490,93,73,0,0,8.75,30.0,0,0,13.12
3491,99,64,1,3,1.25,40.0,100,60,43.38
3492,40,22,0,0,75.0,86.67,0,0,52.83
3493,42,37,1,0,72.5,70.0,100,0,66.25
3494,35,14,1,4,81.25,95.56,100,80,89.82
3495,64,41,0,2,45.0,65.56,0,40,42.45
3496,60,46,1,4,50.0,60.0,100,80,68.0
3497,72,11,0,3,35.0,98.89,0,60,54.11
3498,90,10,1,1,12.5,100,100,20,61.75
3499,97,2,0,4,3.75,20,0,80,20.12
3500,96,16,0,1,5.0,93.33,0,20,37.17
3501,57,56,0,0,53.75,48.89,0,0,33.24
3502,55,32,0,5,56.25,75.56,0,100,58.32
3503,68,63,0,5,40.0,41.11,0,100,41.39
3504,71,54,1,0,36.25,51.11,100,0,48.76
3505,38,8,1,2,77.5,80,100,40,77.25
3506,93,87,1,4,8.75,14.44,100,80,39.68
3507,42,40,1,4,72.5,66.67,100,80,77.08
3508,84,22,0,2,20.0,86.67,0,40,42.33
3509,67,27,1,4,41.25,81.11,100,80,72.76
3510,78,33,1,3,27.5,74.44,100,60,63.3
3511,27,11,0,1,91.25,98.89,0,20,64.99
3512,68,61,0,2,40.0,43.33,0,40,33.17
3513,54,12,0,3,57.5,97.78,0,60,60.47
3514,9,1,1,5,45,10,100,100,52.0
3515,25,7,0,4,93.75,70,0,80,64.62
3516,59,22,0,0,51.25,86.67,0,0,45.71
3517,80,60,0,0,25.0,44.44,0,0,23.05
3518,45,41,0,2,68.75,65.56,0,40,49.57
3519,81,2,0,2,23.75,20,0,40,20.12
3520,37,28,1,2,78.75,80.0,100,40,77.62
3521,80,52,1,4,25.0,53.33,100,80,58.17
3522,70,26,0,4,37.5,82.22,0,80,52.03
3523,20,4,0,2,100,40,0,40,50.0
3524,23,9,0,1,96.25,90,0,20,63.38
3525,67,50,1,4,41.25,55.56,100,80,63.82
3526,99,76,1,5,1.25,26.67,100,100,44.71
3527,79,61,0,1,26.25,43.33,0,20,26.04
3528,1,1,0,0,5,10,0,0,5.0
3529,79,19,0,1,26.25,90.0,0,20,42.38
3530,61,56,0,2,48.75,48.89,0,40,37.74
3531,10,1,0,4,50,10,0,80,30.5
3532,57,28,1,2,53.75,80.0,100,40,70.12
3533,39,33,0,1,76.25,74.44,0,20,51.93
3534,72,51,1,3,35.0,54.44,100,60,58.55
3535,91,61,1,2,11.25,43.33,100,40,44.54
3536,67,41,0,4,41.25,65.56,0,80,47.32
3537,28,6,1,5,90.0,60,100,100,83.0
3538,19,14,1,3,95,95.56,100,60,90.95
3539,89,33,0,4,13.75,74.44,0,80,42.18
3540,56,42,1,1,55.0,64.44,100,20,62.05
3541,4,3,1,5,20,30,100,100,51.5
3542,45,28,0,4,68.75,80.0,0,80,60.62
3543,72,25,1,2,35.0,83.33,100,40,65.67
3544,23,1,0,3,96.25,10,0,60,41.38
3545,47,34,0,0,66.25,73.33,0,0,45.54
3546,76,40,1,0,30.0,66.67,100,0,52.33
3547,48,17,0,4,65.0,92.22,0,80,63.78
3548,35,3,1,5,81.25,30,100,100,69.88
3549,62,26,0,5,47.5,82.22,0,100,58.03
3550,91,33,1,5,11.25,74.44,100,100,64.43
3551,8,1,1,4,40,10,100,80,47.5
3552,81,59,1,1,23.75,45.56,100,20,46.07
3553,61,48,0,0,48.75,57.78,0,0,34.85
3554,48,2,0,5,65.0,20,0,100,41.5
3555,95,23,0,0,6.25,85.56,0,0,31.82
3556,54,54,0,0,57.5,51.11,0,0,35.14
3557,57,41,0,2,53.75,65.56,0,40,45.07
3558,13,9,1,1,65,90,100,20,74.0
3559,84,79,0,2,20.0,23.33,0,40,20.17
3560,87,41,0,4,16.25,65.56,0,80,39.82
3561,93,47,0,5,8.75,58.89,0,100,38.24
3562,52,27,0,0,60.0,81.11,0,0,46.39
3563,25,25,0,5,93.75,83.33,0,100,72.29
3564,35,6,0,3,81.25,60,0,60,54.38
3565,6,3,0,5,30,30,0,100,34.5
3566,65,53,0,5,43.75,52.22,0,100,46.4
3567,96,1,1,2,5.0,10,100,40,31.0
3568,72,45,0,2,35.0,61.11,0,40,37.89
3569,60,37,0,4,50.0,70.0,0,80,51.5
3570,60,6,0,0,50.0,60,0,0,36.0
3571,24,24,0,1,95.0,84.44,0,20,61.05
3572,41,38,0,1,73.75,68.89,0,20,49.24
3573,2,1,1,3,10,10,100,60,35.5
3574,11,4,1,5,55,40,100,100,65.5
3575,83,25,0,2,21.25,83.33,0,40,41.54
3576,7,4,1,1,35,40,100,20,47.5
3577,36,9,1,3,80.0,90,100,60,84.5
3578,29,27,0,2,88.75,81.11,0,40,61.01
3579,26,6,1,2,92.5,60,100,40,74.75
3580,90,57,1,0,12.5,47.78,100,0,40.47
3581,63,23,1,2,46.25,85.56,100,40,69.82
3582,99,83,1,5,1.25,18.89,100,100,41.99
3583,88,22,0,4,15.0,86.67,0,80,46.83
3584,50,10,0,5,62.5,100,0,100,68.75
3585,56,23,1,1,55.0,85.56,100,20,69.45
3586,44,33,1,0,70.0,74.44,100,0,67.05
3587,66,27,1,1,42.5,81.11,100,20,64.14
3588,60,17,0,0,50.0,92.22,0,0,47.28
3589,67,24,1,1,41.25,84.44,100,20,64.93
3590,60,38,1,2,50.0,68.89,100,40,65.11
3591,73,49,0,2,33.75,56.67,0,40,35.96
3592,90,14,1,0,12.5,95.56,100,0,57.2
3593,21,14,1,2,98.75,95.56,100,40,89.07
3594,44,42,0,1,70.0,64.44,0,20,46.55
3595,46,20,0,3,67.5,88.89,0,60,60.36
3596,70,24,0,3,37.5,84.44,0,60,49.8
3597,79,59,1,5,26.25,45.56,100,100,58.82
3598,52,31,0,2,60.0,76.67,0,40,50.83
3599,93,48,1,3,8.75,57.78,100,60,51.85
3600,87,52,1,0,16.25,53.33,100,0,43.54
3601,30,25,0,3,87.5,83.33,0,60,64.42
3602,55,50,1,4,56.25,55.56,100,80,68.32
3603,52,38,0,1,60.0,68.89,0,20,45.11
3604,66,22,1,4,42.5,86.67,100,80,75.08
3605,90,68,0,4,12.5,35.56,0,80,28.2
3606,97,18,0,5,3.75,91.11,0,100,48.01
3607,43,4,0,2,71.25,40,0,40,41.38
